Rainfall_mm,Avg_Temp_C,Garbage_Complaints,Waterlogging_Complaints,Month,Quarter,DayOfYear,Month_sin,Month_cos,Is_Monsoon,Is_Summer,Is_Winter,Rainfall_Lag1,Rainfall_Lag2,Rainfall_Lag3,Temp_Lag1,Temp_Lag2,Cases_Lag1,Cases_Lag2,Cases_Lag3,Garbage_Lag1,Waterlog_Lag1,Rainfall_roll3_mean,Rainfall_roll7_mean,Cases_roll3_mean,Cases_roll7_mean,Temp_roll3_mean,Rainfall_roll3_std,Cases_roll3_std,Rainfall_roll7_max,Rainfall_roll7_min,Ward_Garbage_mean,Ward_Waterlog_mean,Ward_Cases_mean,Ward_Rainfall_mean,Dengue_Cases,Ward_ID
44.5,26.0,9,6,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,85.3,199.7,174.7,28.2,28.1,74.0,77.0,47.0,39.0,11.0,109.83333333333333,117.04285714285713,58.333333333333336,49.0,27.433333333333337,80.45603354213611,29.7713508819021,199.7,44.5,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,24,150
1.1,17.7,26,4,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,44.5,85.3,199.7,26.0,28.2,24.0,74.0,77.0,9.0,6.0,43.63333333333333,106.14285714285714,41.666666666666664,49.0,23.966666666666665,42.106689888108455,28.0416357107308,199.7,1.1,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,27,150
7.6,14.7,29,2,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,1.1,44.5,85.3,17.7,26.0,27.0,24.0,74.0,26.0,4.0,17.733333333333334,93.37142857142858,22.333333333333332,45.142857142857146,19.466666666666665,23.407335032705802,5.686240703077285,199.7,1.1,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,16,150
13.2,16.6,23,3,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,7.6,1.1,44.5,14.7,17.7,16.0,27.0,24.0,29.0,2.0,7.3,75.15714285714286,19.333333333333332,40.0,16.333333333333332,6.0555759428813625,6.658328118479357,199.7,1.1,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,15,150
10.4,33.9,21,6,3,1,60,1.0,6.123233995736766e-17,0,1,0,13.2,7.6,1.1,16.6,14.7,15.0,16.0,27.0,23.0,3.0,10.399999999999999,51.68571428571429,14.0,34.857142857142854,21.733333333333334,2.800000000000599,2.6457513110644952,199.7,1.1,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,11,150
19.7,33.4,43,5,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,10.4,13.2,7.6,33.9,16.6,11.0,15.0,16.0,21.0,6.0,14.433333333333332,25.97142857142857,19.0,28.285714285714285,27.966666666666665,4.771093515467547,10.583005244258342,85.3,1.1,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,31,150
93.3,32.8,15,12,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,19.7,10.4,13.2,33.4,33.9,31.0,11.0,15.0,43.0,5.0,41.13333333333333,27.114285714285717,20.666666666666668,20.571428571428573,33.36666666666667,45.4163333321101,10.016652800877791,93.3,1.1,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,20,150
138.3,30.5,23,18,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,93.3,19.7,10.4,32.8,33.4,20.0,31.0,11.0,15.0,12.0,83.76666666666667,40.51428571428572,31.0,23.142857142857142,32.23333333333333,59.87197452342233,10.999999999999988,138.3,1.1,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,42,150
117.2,25.1,19,18,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,138.3,93.3,19.7,30.5,32.8,42.0,20.0,31.0,23.0,18.0,116.26666666666667,57.1,35.333333333333336,25.571428571428573,29.466666666666665,22.51451383737455,13.316656236958778,138.3,7.6,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,44,150
163.0,26.1,12,19,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,117.2,138.3,93.3,25.1,30.5,44.0,42.0,20.0,19.0,18.0,139.5,79.3,44.666666666666664,30.142857142857142,27.23333333333333,22.923568657606406,3.0550504633038775,163.0,10.4,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,48,150
135.2,28.7,40,14,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,163.0,117.2,138.3,26.1,25.1,48.0,44.0,42.0,12.0,19.0,138.46666666666667,96.72857142857141,53.666666666666664,37.857142857142854,26.63333333333333,23.074083585991627,13.428824718989123,163.0,10.4,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,69,150
58.4,27.5,42,6,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,135.2,163.0,117.2,28.7,26.1,69.0,48.0,44.0,40.0,14.0,118.86666666666666,103.58571428571429,57.666666666666664,44.285714285714285,27.433333333333334,54.17908575579075,10.598742063723096,163.0,19.7,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,56,150
71.8,29.1,31,9,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,58.4,135.2,163.0,27.5,28.7,56.0,69.0,48.0,42.0,6.0,88.46666666666665,111.02857142857144,53.666666666666664,45.0,28.433333333333334,41.023082933067414,16.623276853055575,163.0,58.4,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,36,150
8.9,19.9,35,8,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,71.8,58.4,135.2,29.1,27.5,36.0,56.0,69.0,31.0,9.0,46.36666666666667,98.97142857142856,42.666666666666664,47.285714285714285,25.499999999999996,33.1316062594817,11.547005383792513,163.0,8.9,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,36,150
14.2,18.4,23,6,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,8.9,71.8,58.4,19.9,29.1,36.0,36.0,56.0,35.0,8.0,31.633333333333326,81.24285714285715,31.333333333333332,44.42857142857143,22.466666666666665,34.886148158450034,8.082903768654761,163.0,8.9,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,22,150
17.7,17.9,43,3,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,14.2,8.9,71.8,18.4,19.9,22.0,36.0,36.0,23.0,6.0,13.6,67.02857142857142,27.333333333333332,41.57142857142857,18.73333333333333,4.430575583374404,7.571877794400364,163.0,8.9,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,24,150
7.5,32.6,29,4,3,1,60,1.0,6.123233995736766e-17,0,1,0,17.7,14.2,8.9,17.9,18.4,24.0,22.0,36.0,43.0,3.0,13.133333333333333,44.81428571428571,23.0,38.0,22.966666666666665,5.182984982934716,0.9999999999999893,135.2,7.5,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,23,150
0.7,32.7,5,3,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,7.5,17.7,14.2,32.6,17.9,23.0,24.0,22.0,29.0,4.0,8.633333333333331,25.599999999999998,17.333333333333332,28.857142857142858,27.733333333333334,8.5564790266398,10.692676621563626,71.8,0.7,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,5,150
63.4,36.4,31,15,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,0.7,7.5,17.7,32.7,32.6,5.0,23.0,24.0,5.0,3.0,23.866666666666664,26.314285714285713,18.666666666666668,24.857142857142858,33.9,34.40528060245006,12.096831541082702,71.8,0.7,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,28,150
197.0,28.8,17,28,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,63.4,0.7,7.5,36.4,32.7,28.0,5.0,23.0,31.0,15.0,87.03333333333335,44.199999999999996,28.333333333333332,27.142857142857142,32.63333333333333,100.26127534264326,23.501772982763097,197.0,0.7,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,52,150
116.2,26.5,22,18,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,197.0,63.4,0.7,28.8,36.4,52.0,28.0,5.0,17.0,28.0,125.53333333333335,59.52857142857143,47.333333333333336,30.857142857142858,30.566666666666666,67.28724495276447,17.47378989610822,197.0,0.7,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,62,150
218.6,24.8,44,22,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,116.2,197.0,63.4,26.5,28.8,62.0,52.0,28.0,22.0,18.0,177.26666666666665,88.72857142857141,58.333333333333336,36.42857142857143,26.7,53.97678513336384,5.507570547286145,218.6,0.7,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,61,150
194.4,26.0,37,26,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,218.6,116.2,197.0,24.8,26.5,61.0,62.0,52.0,44.0,22.0,176.39999999999998,113.97142857142858,72.0,46.285714285714285,25.76666666666667,53.52046337617037,18.193405398660268,218.6,0.7,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,93,150
80.0,27.2,33,14,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,194.4,218.6,116.2,26.0,24.8,93.0,61.0,62.0,37.0,26.0,164.33333333333334,124.32857142857144,74.66666666666667,53.0,26.0,74.03035413486367,16.502525059315435,218.6,0.7,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,70,150
63.7,26.6,34,14,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,80.0,194.4,218.6,27.2,26.0,70.0,93.0,61.0,33.0,14.0,112.7,133.32857142857142,71.33333333333333,59.57142857142857,26.599999999999998,71.22211735128346,21.031722072463154,218.6,63.4,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,51,150
17.1,20.7,16,1,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,63.7,80.0,194.4,26.6,27.2,51.0,70.0,93.0,34.0,14.0,53.6,126.71428571428571,44.666666666666664,57.42857142857143,24.833333333333332,32.643682390318496,29.02297940138699,218.6,17.1,28.194444444444443,11.333333333333334,38.27777777777778,74.58611111111111,13,150
6.8,35.0,28,3,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,5.0,14.4,13.8,34.1,17.7,28.0,13.0,17.0,37.0,1.0,8.733333333333333,10.0,20.0,19.25,28.933333333333337,4.989321931218044,7.549834435270751,14.4,5.0,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,19,151
103.1,34.8,45,14,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,6.8,5.0,14.4,35.0,34.1,19.0,28.0,13.0,28.0,3.0,38.3,28.619999999999997,23.666666666666668,20.2,34.63333333333333,56.125662579607905,4.509249752822896,103.1,5.0,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,24,151
81.8,24.0,39,17,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,103.1,6.8,5.0,34.8,35.0,24.0,19.0,28.0,45.0,14.0,63.9,37.48333333333333,33.333333333333336,26.333333333333332,31.26666666666667,50.583890716314016,20.647840887931437,103.1,5.0,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,57,151
109.8,23.6,24,15,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,81.8,103.1,6.8,24.0,34.8,57.0,24.0,19.0,39.0,17.0,98.23333333333333,47.81428571428571,38.666666666666664,27.571428571428573,27.46666666666667,14.620647500481367,16.80277754817141,109.8,5.0,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,35,151
78.8,26.5,20,16,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,109.8,81.8,103.1,23.6,24.0,35.0,57.0,24.0,24.0,15.0,90.13333333333333,57.1,45.666666666666664,31.571428571428573,24.7,17.09775813764285,11.0151410945722,109.8,5.0,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,45,151
224.9,22.5,52,22,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,78.8,109.8,81.8,26.5,23.6,45.0,35.0,57.0,20.0,16.0,137.83333333333334,87.17142857142858,42.333333333333336,36.42857142857143,24.2,76.97859009707395,6.42910050732863,224.9,5.0,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,47,151
63.9,26.8,54,7,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,224.9,78.8,109.8,22.5,26.5,47.0,45.0,35.0,52.0,22.0,122.53333333333332,95.58571428571429,58.666666666666664,44.42857142857143,25.266666666666666,88.96461843527085,21.96208854670551,224.9,6.8,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,84,151
116.6,27.5,13,11,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,63.9,224.9,78.8,26.8,22.5,84.0,47.0,45.0,54.0,7.0,135.13333333333333,111.27142857142856,51.0,44.857142857142854,25.599999999999998,82.0844889935567,31.192947920964443,224.9,63.9,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,22,151
7.0,20.4,30,6,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,116.6,63.9,224.9,27.5,26.8,22.0,84.0,47.0,13.0,11.0,62.5,97.54285714285713,46.666666666666664,46.285714285714285,24.900000000000002,54.81341076780391,32.88363321370273,224.9,7.0,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,34,151
17.6,21.9,39,14,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,7.0,116.6,63.9,20.4,27.5,34.0,22.0,84.0,30.0,6.0,47.06666666666666,88.37142857142855,27.666666666666668,42.0,23.266666666666666,60.450420456216314,6.027713773341689,224.9,7.0,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,27,151
12.2,17.6,54,6,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,17.6,7.0,116.6,21.9,20.4,27.0,34.0,22.0,39.0,14.0,12.266666666666666,74.42857142857143,33.333333333333336,42.57142857142857,19.96666666666667,5.300314456080784,6.027713773341693,224.9,7.0,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,39,151
4.9,35.4,16,12,3,1,60,1.0,6.123233995736766e-17,0,1,0,12.2,17.6,7.0,17.6,21.9,39.0,27.0,34.0,54.0,6.0,11.566666666666668,63.87142857142857,28.666666666666668,39.0,24.966666666666665,6.373643646560339,9.609023536933037,224.9,4.9,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,20,151
5.5,34.9,48,8,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,4.9,12.2,17.6,35.4,17.6,20.0,39.0,27.0,16.0,12.0,7.533333333333334,32.528571428571425,29.0,36.285714285714285,29.3,4.052571200280044,9.539392014169444,116.6,4.9,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,28,151
73.8,35.9,8,11,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,5.5,4.9,12.2,34.9,35.4,28.0,20.0,39.0,48.0,8.0,28.066666666666666,33.94285714285714,18.666666666666668,25.428571428571427,35.4,39.60736463504404,10.066445913694315,116.6,4.9,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,8,151
140.7,27.4,63,19,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,73.8,5.5,4.9,35.9,34.9,8.0,28.0,20.0,8.0,11.0,73.33333333333333,37.385714285714286,36.0,32.57142857142857,32.73333333333333,67.60120807599029,32.741411087489794,140.7,4.9,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,72,151
154.7,28.6,8,25,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,140.7,73.8,5.5,27.4,35.9,72.0,8.0,28.0,63.0,19.0,123.06666666666666,58.48571428571428,42.0,34.285714285714285,30.633333333333336,43.236597152566624,32.186953878862155,154.7,4.9,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,46,151
79.9,24.4,67,17,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,154.7,140.7,73.8,28.6,27.4,46.0,72.0,8.0,8.0,25.0,125.09999999999998,67.38571428571427,64.66666666666667,41.285714285714285,26.8,39.76531151644607,16.289055630494147,154.7,4.9,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,76,151
125.4,29.4,23,15,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,79.9,154.7,140.7,24.4,28.6,76.0,46.0,72.0,67.0,17.0,120.0,83.55714285714285,54.333333333333336,41.57142857142857,27.46666666666667,37.69124566792664,18.92969448600091,154.7,4.9,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,41,151
47.1,23.5,20,8,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,125.4,79.9,154.7,29.4,24.4,41.0,76.0,46.0,23.0,15.0,84.13333333333334,89.58571428571429,51.666666666666664,44.142857142857146,25.766666666666666,39.32128346498032,21.12660250332109,154.7,5.5,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,38,151
107.4,23.4,63,21,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,47.1,125.4,79.9,23.5,29.4,38.0,41.0,76.0,20.0,8.0,93.3,104.14285714285714,45.666666666666664,48.42857142857143,25.433333333333334,41.01012070209012,10.785793124908945,154.7,47.1,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,58,151
7.8,21.5,37,0,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,107.4,47.1,125.4,23.4,23.5,58.0,38.0,41.0,63.0,21.0,54.1,94.71428571428571,43.333333333333336,52.142857142857146,22.8,50.16761903857909,12.858201014657263,154.7,7.8,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,34,151
16.8,22.4,65,1,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,7.8,107.4,47.1,21.5,23.4,34.0,58.0,38.0,37.0,0.0,44.0,77.01428571428572,41.0,46.285714285714285,22.433333333333334,55.090108004976756,14.798648586948733,154.7,7.8,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,31,151
14.7,21.5,9,1,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,16.8,7.8,107.4,22.4,21.5,31.0,34.0,58.0,65.0,1.0,13.1,57.01428571428572,22.666666666666668,40.142857142857146,21.8,4.708502946798042,17.09775813764287,125.4,7.8,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,3,151
10.1,32.9,64,7,3,1,60,1.0,6.123233995736766e-17,0,1,0,14.7,16.8,7.8,21.5,22.4,3.0,31.0,34.0,9.0,1.0,13.866666666666667,47.042857142857144,24.333333333333332,34.857142857142854,25.599999999999998,3.4268547289517715,18.903262505010424,125.4,7.8,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,39,151
11.2,32.7,23,1,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,10.1,14.7,16.8,32.9,21.5,39.0,3.0,31.0,64.0,7.0,12.0,30.728571428571428,17.0,30.285714285714285,29.03333333333333,2.402082429894096,19.287301521985903,107.4,7.8,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,9,151
98.2,35.9,28,18,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,11.2,10.1,14.7,32.7,32.9,9.0,39.0,3.0,23.0,1.0,39.833333333333336,38.028571428571425,23.666666666666668,28.142857142857142,33.833333333333336,50.5500082426634,15.01110699893026,107.4,7.8,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,23,151
193.4,24.7,6,28,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,98.2,11.2,10.1,35.9,32.7,23.0,9.0,39.0,28.0,18.0,100.93333333333334,50.314285714285724,23.666666666666668,25.428571428571427,31.099999999999998,91.13074856124761,15.01110699893026,193.4,7.8,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,39,151
119.4,26.3,28,18,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,193.4,98.2,11.2,24.7,35.9,39.0,23.0,9.0,6.0,28.0,137.0,66.25714285714285,45.333333333333336,31.142857142857142,28.96666666666667,49.98079631218372,26.083200212652834,193.4,10.1,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,74,151
172.3,25.5,48,26,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,119.4,193.4,98.2,26.3,24.7,74.0,39.0,23.0,28.0,18.0,161.70000000000002,88.47142857142856,62.0,37.142857142857146,25.5,38.12177855242324,19.924858845171265,193.4,10.1,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,73,151
185.1,22.2,35,24,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,172.3,119.4,193.4,25.5,26.3,73.0,74.0,39.0,48.0,26.0,158.93333333333334,112.81428571428572,67.66666666666667,44.714285714285715,24.666666666666668,34.829920087954974,10.115993936995658,193.4,10.1,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,56,151
47.1,26.8,42,17,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,185.1,172.3,119.4,22.2,25.5,56.0,73.0,74.0,35.0,24.0,134.83333333333334,118.10000000000001,69.0,50.285714285714285,24.833333333333332,76.24836610271284,11.532562594670779,193.4,11.2,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,78,151
64.9,27.5,8,10,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,47.1,185.1,172.3,26.8,22.2,78.0,56.0,73.0,42.0,17.0,99.03333333333335,125.77142857142857,49.333333333333336,51.0,25.5,75.0653937133039,32.51666239535252,193.4,47.1,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,14,151
2.0,18.3,27,2,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,64.9,47.1,185.1,27.5,26.8,14.0,78.0,56.0,8.0,10.0,38.0,112.02857142857144,39.666666666666664,51.57142857142857,24.2,32.422368821540324,33.82799629498225,193.4,2.0,33.666666666666664,12.055555555555555,38.27777777777778,70.50277777777778,27,151
2.6,34.8,18,5,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,6.1,10.6,7.1,34.0,22.4,16.0,11.0,13.0,22.0,4.0,6.433333333333333,6.6,15.666666666666666,15.0,30.400000000000002,4.010403138505321,4.509249752822894,10.6,2.6,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,20,152
76.9,32.6,23,10,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,2.6,6.1,10.6,34.8,34.0,20.0,16.0,11.0,18.0,5.0,28.533333333333335,20.660000000000004,16.666666666666668,14.8,33.800000000000004,41.92330298692284,3.0550504633038944,76.9,2.6,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,14,152
153.1,30.4,22,19,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,76.9,2.6,6.1,32.6,34.8,14.0,20.0,16.0,23.0,10.0,77.53333333333335,42.73333333333333,21.666666666666668,17.5,32.6,75.25199886603235,8.621678104251709,153.1,2.6,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,31,152
159.3,25.2,3,21,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,153.1,76.9,2.6,30.4,32.6,31.0,14.0,20.0,22.0,19.0,129.76666666666668,59.38571428571429,34.0,23.142857142857142,29.400000000000002,45.888705945290425,21.656407827707714,159.3,2.6,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,57,152
116.1,32.5,5,12,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,159.3,153.1,76.9,25.2,30.4,57.0,31.0,14.0,3.0,21.0,142.83333333333334,74.95714285714287,40.666666666666664,26.142857142857142,29.366666666666664,23.358367522867113,14.224392195567912,159.3,2.6,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,34,152
144.7,27.1,22,20,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,116.1,159.3,153.1,32.5,25.2,34.0,57.0,31.0,5.0,12.0,140.03333333333333,94.11428571428571,46.666666666666664,31.571428571428573,28.26666666666667,21.974834091144654,11.67618659209133,159.3,2.6,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,49,152
85.4,26.0,7,11,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,144.7,116.1,159.3,27.1,32.5,49.0,34.0,57.0,22.0,20.0,115.39999999999999,105.44285714285715,38.666666666666664,34.0,28.53333333333333,29.656196654325022,8.9628864398325,159.3,2.6,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,33,152
115.7,30.3,9,15,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,85.4,144.7,116.1,26.0,27.1,33.0,49.0,34.0,7.0,11.0,115.26666666666667,121.60000000000001,35.333333333333336,34.57142857142857,27.8,29.65237483462888,12.662279942148386,159.3,76.9,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,24,152
15.2,15.8,26,6,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,115.7,85.4,144.7,30.3,26.0,24.0,33.0,49.0,9.0,15.0,72.10000000000001,112.78571428571426,34.0,39.0,24.03333333333333,51.55317642977975,10.53565375285274,159.3,15.2,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,45,152
9.9,19.4,15,4,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,15.2,115.7,85.4,15.8,30.3,45.0,24.0,33.0,26.0,6.0,46.93333333333334,92.32857142857144,25.0,35.42857142857143,21.833333333333332,59.61261052271852,19.519221295943137,159.3,9.9,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,6,152
0.0,23.1,18,5,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,9.9,15.2,115.7,19.4,15.8,6.0,45.0,24.0,15.0,4.0,8.366666666666667,69.57142857142857,23.0,29.857142857142858,19.433333333333334,7.715136637372608,19.97498435543818,144.7,0.0,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,18,152
9.9,39.6,16,3,3,1,60,1.0,6.123233995736766e-17,0,1,0,0.0,9.9,15.2,23.1,19.4,18.0,6.0,45.0,18.0,5.0,6.6000000000000005,54.4,10.666666666666666,26.142857142857142,27.366666666666664,5.715767664976922,6.4291005073286405,144.7,0.0,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,8,152
8.1,36.5,30,3,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,9.9,0.0,9.9,39.6,23.1,8.0,18.0,6.0,16.0,3.0,6.0,34.885714285714286,14.0,21.428571428571427,33.06666666666667,5.273518749373677,5.291502622129186,115.7,0.0,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,16,152
112.5,32.7,16,13,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,8.1,9.9,0.0,36.5,39.6,16.0,8.0,18.0,30.0,3.0,43.5,38.75714285714286,11.0,18.0,36.266666666666666,59.762530066924015,4.358898943540679,115.7,0.0,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,9,152
192.7,27.3,19,25,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,112.5,8.1,9.9,32.7,36.5,9.0,16.0,8.0,16.0,13.0,104.43333333333332,49.75714285714286,29.666666666666668,23.714285714285715,32.166666666666664,92.56399588032775,29.938826518975876,192.7,0.0,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,64,152
118.0,25.2,20,15,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,192.7,112.5,8.1,27.3,32.7,64.0,9.0,16.0,19.0,25.0,141.06666666666663,64.44285714285715,44.333333333333336,25.857142857142858,28.400000000000002,44.8002604159098,30.664855018951798,192.7,0.0,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,60,152
154.5,30.3,25,16,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,118.0,192.7,112.5,25.2,27.3,60.0,64.0,9.0,20.0,15.0,155.06666666666663,85.10000000000001,55.666666666666664,31.142857142857142,27.599999999999998,37.3532238680055,11.15048578911848,192.7,0.0,15.916666666666666,10.166666666666666,28.97222222222222,74.08611111111111,43,152
